,realSum,room_type,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,loc,type
1470,213.483936,Entire home/apt,4,True,0,1,10,98,1,2.073506722,0.076278653,114.4577018,4.315530975,212.7104344,15.9715939,23.712,37.978,Athens,weekdays
1471,313.0785274,Entire home/apt,4,False,0,1,9,93,2,0.929434469,0.900003557,177.9264692,6.708567242,215.4970465,16.18082969,23.73716,37.96731,Athens,weekdays
1472,115.9984065,Entire home/apt,4,True,0,0,10,100,1,2.346533924,0.237355562,66.5270453,2.508346053,98.15904939,7.370378793,23.756,37.989,Athens,weekdays
1473,69.59904389,Entire home/apt,4,False,0,0,8,95,1,4.750528023,0.65613393,36.77179858,1.386449607,53.93771692,4.049972034,23.72474,38.01751,Athens,weekdays
1474,318.7026926,Entire home/apt,4,True,0,1,10,100,1,0.591426976,0.561063499,366.0495068,13.80158748,502.7586384,37.7501782,23.73101,37.97152,Athens,weekdays
1475,220.2798022,Entire home/apt,4,False,0,0,10,100,1,1.755177278,0.326074209,158.9272976,5.992219524,210.7855064,15.82705859,23.72354,37.96284,Athens,weekdays
1476,143.6505519,Entire home/apt,2,False,0,0,10,98,1,1.742433921,1.03530668,87.02852035,3.281336854,127.7519129,9.592391077,23.74185,37.9904,Athens,weekdays
1477,172.7087385,Entire home/apt,4,False,0,1,10,97,1,0.792172568,0.659065594,424.5307946,16.00657505,497.9220709,37.38701928,23.73052,37.96956,Athens,weekdays
1478,181.8480069,Entire home/apt,4,False,0,0,10,95,2,0.640842367,0.326717766,148.5689791,5.601667872,253.7877809,19.05593106,23.73656,37.98126,Athens,weekdays
1479,60.22543529,Private room,2,True,1,0,10,99,1,2.238723265,0.622253651,69.24494522,2.610822174,98.98239652,7.432200706,23.75206,37.99081,Athens,weekdays
1480,158.8826659,Entire home/apt,6,True,0,1,10,98,2,0.79479526,0.637215237,181.0775335,6.827375459,196.8016893,14.7770685,23.74293,37.97161,Athens,weekdays
1481,105.4530968,Entire home/apt,2,True,0,1,10,98,1,0.813724167,0.795749638,157.8455444,5.951432932,195.611019,14.68766573,23.74119,37.96985,Athens,weekdays
1482,109.2025402,Entire home/apt,2,True,1,0,10,100,1,1.694290492,1.176837689,96.45398353,3.636715982,126.8381517,9.523780324,23.74527,37.96246,Athens,weekdays
